seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no
"129638","236000117","1","57",비득재,"236000768","40456"
"129639","236000117","1","58",고모3리,"236000612","40557"
"129640","236000117","1","59",욕쟁이할머니,"236001189","40694"
"129641","236000117","1","60",모형자동차앞,"236000763","40203"
"129642","236000117","1","61",오리랜드,"236001187","41664"
"129643","236000117","1","62",마을회관입구,"236000764","40190"
"129644","236000117","1","63",태능섬유,"236001011","40211"
"129645","236000117","1","64",죽엽산입구,"236001013","40222"
"129646","236000117","1","65",고모1리회관,"236001015","40226"
"129647","236000117","1","66",이가팔2리.고모리입구,"236000780","40171"
"129648","236000117","1","67",이가팔리대들보주유소,"236000506","40169"
"129649","236000117","1","68",방아다리,"236001008","40165"
"129650","236000117","1","69",포천슈퍼.이가팔리,"236000992","40159"
"129651","236000117","1","70",갈월중학교,"236000781","40152"
"129652","236000117","1","71",KT송우고객센터,"236000758","40145"
"129653","236000117","1","72",송우6리시장앞,"236000511","40102"
"129654","236000117","1","73",원일아파트.송우5리,"236000510","40092"
"129655","236000117","1","74",대경중학교앞,"236000470","40424"
"129656","236000117","1","75",고운마을,"236000469","40509"
"129657","236000117","1","76",주공3단지.태봉마을,"236000468","40086"
"129658","236000117","1","77",송우주공3단지,"236001212","40669"
"129659","236000117","1","78",태봉초교,"236001085","40099"
"129660","236000117","1","79",설운2통.마을내,"236001359","41732"
"129661","236000117","1","80",동심어린이집,"236001253","40696"
"129662","236000117","1","81",설운1통,"236001352","40728"
"129663","236000117","1","82",선단초등학교,"236000714","40149"
"129664","236000117","1","83",선단2통마을회관앞,"236000712","40154"
"129665","236000117","1","84",상록할인마트,"236000710","40162"
"129666","236000117","1","85",선단동행정복지센터,"236001079","40492"
"129667","236000117","1","86",삼보주택,"236000734","40178"
"129668","236000117","1","87",선단4통.장승거리,"236000708","40183"
"129669","236000117","1","88",선단4통.장승거리,"236000517","40181"
"129796","236000140","8","1",선단3통,"236001382","40742"
"129797","236000140","8","2",대진대.학사마을입구,"236001383","40743"
"129798","236000140","8","3",선단동체육센터,"236001384","40744"
"129799","236000140","8","4",선단5통마을회관앞,"236001391","40783"
"129800","236000140","8","5",선단5통마을회관앞,"236000732","40333"
"129801","236000140","8","6",선단초등학교,"236000714","40149"
"129802","236000140","8","7",상록할인마트,"236000710","40162"
"129803","236000140","8","8",선단동행정복지센터,"236001079","40492"
"129804","236000140","8","9",삼보주택,"236000734","40178"
"129805","236000140","8","10",선단1통.대진대학교,"236000519","40207"
"129806","236000140","8","11",선단3통.할렐루야기도원,"236000313","40224"
"129807","236000140","8","12",자작2통,"236000312","40230"
"129808","236000140","8","13",자작2통군단앞,"236000311","40231"
"129809","236000140","8","14",어룡3통,"236000310","40234"
"129810","236000140","8","15",어룡2통,"236000736","40235"
"129811","236000140","8","16",어룡1통,"236001260","40710"
"129812","236000140","8","17",포천고후문,"236001205","40665"
"129813","236000140","8","18",극동.주공아파트,"236001207","40658"
"129814","236000140","8","19",유한아파트입구,"236000176","40242"
"129815","236000140","8","20",포천초등학교.청소년문화의집,"236000175","40373"
"129816","236000140","8","21",포천동주민센터입구,"236000174","40249"
"129817","236000140","8","22",포천시보건소,"236000173","40374"
"129818","236000140","8","23",포천시보건소,"236001118","40607"
"129819","236000140","8","24",한신아파트,"236001119","40266"
"129820","236000140","8","25",포천중학교입구,"236001346","40722"
"129821","236000140","8","26",코스미아파트,"236001120","40605"
"129822","236000140","8","27",아트교사거리,"236001405","40544"
"129823","236000140","8","28",가채리야구장,"236001393","40763"
"129824","236000140","8","29",가채1리오장동입구,"236000304","41248"
"129825","236000140","8","30",가채2리.승방동,"236000303","41262"
"129826","236000140","8","31",포천축협사업소,"236001111","41641"
"129827","236000140","8","32",가채2리마을회관앞,"236000302","41277"
"129828","236000140","8","33",가채2리.K마트앞,"236000323","41302"
"129829","236000140","8","34",농업기술센타.틀못이,"236000322","41308"
"129830","236000140","8","35",신북면행정복지센터.포천아트밸리,"236000440","41339"
"129831","236000140","8","36",윤중.신포천아파트,"236000439","41350"
"129832","236000140","8","37",신포천아파트,"236000840","40525"
"129833","236000140","8","38",신평2리.요꼴사거리,"236000786","41374"
"129834","236000140","8","39",신평2리.요꼴사거리,"236000860","41376"
"129835","236000140","8","40",만세교2리.새터,"236000438","41383"
"129836","236000140","8","41",수영장입구,"236001364","40737"
"129837","236000140","8","42",만세교2리.새터,"236000430","41382"
"129838","236000140","8","43",신평2리.요꼴사거리,"236000429","41373"
"129839","236000140","8","44",윤중.신포천아파트,"236000428","41353"
"129840","236000140","8","45",신북면행정복지센터.포천아트밸리,"236000427","41338"
"129841","236000140","8","46",농업기술센타,"236000325","41306"
"129842","236000140","8","47",가채2리,"236000324","40593"
"129843","236000140","8","48",가채2리마을회관앞,"236000301","41274"
"129844","236000140","8","49",아트교사거리,"236001406","40756"
"129845","236000140","8","50",코스미아파트,"236001113","41642"
"129846","236000140","8","51",포천중학교입구,"236001347","40723"
"129847","236000140","8","52",한신아파트,"236001114","41643"
"129848","236000140","8","53",보건소,"236001115","41644"
"129849","236000140","8","54",포천시보건소,"236000182","40496"
"129850","236000140","8","55",포천동주민센터입구,"236000181","40589"
"129851","236000140","8","56",포천초등학교.청소년문화의집,"236000180","40372"
"129852","236000140","8","57",유한아파트입구,"236000179","40369"
"129853","236000140","8","58",극동.주공아파트,"236001208","40660"
"129854","236000140","8","59",포천고후문,"236001206","40662"
"129855","236000140","8","60",어룡1통,"236000293","40238"
"129856","236000140","8","61",어룡2통,"236000292","40236"
"129857","236000140","8","62",어룡3통,"236000291","40233"
"129858","236000140","8","63",자작2통군단앞,"236000290","40232"
"129859","236000140","8","64",자작2통,"236000681","40229"
"129860","236000140","8","65",선단3통.할렐루야기도원,"236000289","40220"
"129861","236000140","8","66",선단1통.대진대학교,"236000518","40210"
"129862","236000140","8","67",삼보주택,"236000735","40179"
"129863","236000140","8","68",선단동행정복지센터,"236001078","40493"
"129864","236000140","8","69",상록할인마트,"236000709","40164"
"129865","236000140","8","70",선단2통마을회관앞,"236000711","40155"
"129866","236000140","8","71",선단초등학교,"236000713","40151"
"129867","236000140","8","72",선단5통마을회관앞,"236001390","40782"
"129868","236000140","8","73",선단동체육센터,"236001385","40745"
"129869","236000140","8","74",대진대.학사마을입구,"236001386","40746"
"129870","236000140","8","75",선단3통,"236001387","40747"
"129871","236000141","3","1",일동초교.일동도서관,"236000552","41543"
"129872","236000141","3","2",일동터미널,"236000835","41551"
"129873","236000141","3","3",일동중.고등학교,"236000545","41555"
"129874","236000141","3","4",일동면사무소.농협,"236000543","41559"
"129875","236000141","3","5",화대리.윗갈기길,"236001297","40761"
"129876","236000141","3","6",화대2리.제일온천,"236000542","41574"
"129877","236000141","3","7",운담사거리,"236000541","41575"
"129878","236000141","3","8",용암천,"236000540","41571"
"129879","236000141","3","9",수입2리.중갈기,"236000014","41565"
"129880","236000141","3","10",수입2리.곰냄이,"236000013","41563"
"129881","236000141","3","11",수입3리.아랫갈기,"236000012","41549"
"129882","236000141","3","12",일동사이판,"236000011","41531"
"129883","236000141","3","13",수입4리.와룡교,"236000017","41509"
"129884","236000141","3","14",수입4리.와룡교,"236000034","41508"
"129885","236000141","3","15",38교,"236000033","41524"
"129886","236000141","3","16",노곡2리.노곡사거리,"236000030","41579"
"129887","236000141","3","17",노곡초교,"236000029","41582"
"129888","236000141","3","18",노곡3리.신병교육대,"236000028","41587"
"129889","236000141","3","19",노곡5리.갈말,"236000027","41594"
"129890","236000141","3","20",노곡리,"236000026","41596"
"129891","236000141","3","21",노곡4리.군단앞,"236000083","41601"
"129892","236000141","3","22",장암2리.매바위,"236000082","41602"
"129893","236000141","3","23",이동,"236000151","41608"
"129894","236000141","3","24",장암5리.한빛아파트,"236000150","41622"
"129895","236000141","3","25",도평4리.풍차가든,"236000149","41625"
"129896","236000141","3","26",심뱅이골,"236000148","41626"
"129897","236000141","3","27",도평리,"236000817","40396"
"129898","236000141","3","28",도평삼거리,"236000816","41632"
"129899","236000141","3","29",백운동(백운계곡),"236000896","40359"
"129900","236000141","3","30",백운종점,"236000897","40467"
"129901","236000141","3","31",백운동(백운계곡),"236000894","40340"
"129902","236000141","3","32",도평삼거리,"236000815","41633"
"129903","236000141","3","33",도평리,"236000784","40527"
"129904","236000141","3","34",심뱅이골,"236000071","41627"
"129905","236000141","3","35",도평4리.풍차가든,"236000072","41624"
"129906","236000141","3","36",장암5리.한빛아파트,"236000073","41623"
"129907","236000141","3","37",장암아이파크,"236001389","40752"
"129908","236000141","3","38",장암2리.매바위,"236000081","41603"
"129909","236000141","3","39",노곡4리.군단앞,"236000080","41600"
"129910","236000141","3","40",노곡리,"236000025","41595"
"129911","236000141","3","41",노곡5리.갈말,"236000024","41593"
"129912","236000141","3","42",노곡3리.신병교육대,"236000023","41590"
"129913","236000141","3","43",노곡초교,"236000022","41583"
"129914","236000141","3","44",노곡2리.노곡사거리,"236000021","41578"
"129915","236000141","3","45",노곡2리.새동네아파트,"236000020","41557"
"129916","236000141","3","46",38교,"236000018","41527"
"129917","236000141","3","47",수입4리.와룡교,"236000017","41509"
"129918","236000141","3","48",수입4리.와룡교,"236000034","41508"
"129919","236000141","3","49",일동사이판,"236000010","41530"
"129920","236000141","3","50",수입3리.아랫갈기,"236000009","41548"
"129921","236000141","3","51",수입2리.곰냄이,"236000008","41562"
"129922","236000141","3","52",수입2리.중갈기,"236000007","41564"
"129923","236000141","3","53",용암천,"236000539","41572"
"129924","236000141","3","54",운담사거리,"236000538","40438"
"129925","236000141","3","55",화대2리.제일온천,"236000536","41573"
"129926","236000141","3","56",화대리.윗갈기길,"236000965","40491"
"129927","236000141","3","57",일동면사무소.농협,"236000537","41558"
"129928","236000141","3","58",일동중.고등학교,"236000544","41554"
"130163","236000153","9","1",초가팔2리마을회관,"236001295","40137"
"130164","236000153","9","2",초가팔리(경유),"277102529",
"130165","236000153","9","3",갈월중학교입구,"236000806","40135"
"130166","236000153","9","4",상운아파트,"236000471","40113"
"130167","236000153","9","5",소홀농협경제사업소,"236001360","41733"
"130168","236000153","9","6",소흘읍사무소앞,"236001291","40432"
"130169","236000153","9","7",대경중학교앞,"236000470","40424"
"130170","236000153","9","8",고운마을,"236000469","40509"
"130171","236000153","9","9",포천세무서,"236000501","40083"
"130172","236000153","9","10",하나로마트,"236001129","41637"
"130173","236000153","9","11",송우시장사거리.우리병원,"236000985","40106"
"130174","236000153","9","12",송우웨딩홀,"236000757","40458"
"130175","236000153","9","13",갈월중학교,"236000782","40147"
"130176","236000153","9","14",포천슈퍼,"236001006","40158"
"130177","236000153","9","15",이가팔2리,"236001007","40163"
"130178","236000153","9","16",이가팔리대들보주유소,"236000759","40168"
"130179","236000153","9","17",마트사거리,"236000779","40170"
"130180","236000153","9","18",정교리,"236000991","40212"
"130181","236000153","9","19",정교주유소.정교리,"236001018","41059"
"130182","236000153","9","20",제이투앞,"236001019","40486"
"130183","236000153","9","21",정교2리,"236000990","41068"
"130184","236000153","9","22",밤나무슈퍼,"236000977","41074"
"130185","236000153","9","23",정교리.용화슈퍼,"236000995","41092"
"130186","236000153","9","24",훈이네슈퍼.정교리,"236001020","41101"
"130187","236000153","9","25",궁말슈퍼.금현2리,"236001021","41130"
"130188","236000153","9","26",금현2리,"236000477","41143"
"130189","236000153","9","27",궁말.금현2리,"236000482","41155"
"130190","236000153","9","28",금현3리.대대울,"236000475","41183"
"130191","236000153","9","29",효성섬유,"236001024","40485"
"130192","236000153","9","30",싱글니트,"236001026","40532"
"130193","236000153","9","31",너베기슈퍼,"236001028","41142"
"130194","236000153","9","32",금현1리마을회관,"236001030","40598"
"130195","236000153","9","33",금현2리회관,"236001032","41094"
"130196","236000153","9","34",너베기입구,"236001214","40673"
"130197","236000153","9","35",K마트,"236000970","41076"
"130198","236000153","9","36",마산1리.돌목개,"236000907","41090"
"130199","236000153","9","37",가산면행정복지센터,"236001321","40708"
"130200","236000153","9","38",가산면행정복지센터,"236001322","40731"
"130201","236000153","9","39",마산1리.돌목개,"236000902","41089"
"130202","236000153","9","40",너베기입구,"236001033","40564"
"130203","236000153","9","41",금현1리마을회관,"236001031","41114"
"130204","236000153","9","42",너베기슈퍼,"236001029","41141"
"130205","236000153","9","43",싱글니트,"236001027","40483"
"130206","236000153","9","44",효성섬유,"236001025","40484"
"130207","236000153","9","45",금현3리.대대울,"236000483","41184"
"130208","236000153","9","46",궁말.금현2리,"236000777","41156"
"130209","236000153","9","47",금현2리,"236000473","41144"
"130210","236000153","9","48",궁말슈퍼.금현2리,"236000974","41132"
"130211","236000153","9","49",정교리,"236000975","41098"
"130212","236000153","9","50",정교2리,"236000778","41093"
"130213","236000153","9","51",밤나무슈퍼,"236000976","41075"
"130214","236000153","9","52",정교리,"236000993","41069"
"130215","236000153","9","53",섯다리.삼진기업,"236000978","41064"
"130216","236000153","9","54",정교주유소.정교리,"236000979","41058"
"130217","236000153","9","55",정교리,"236000480","41042"
"130218","236000153","9","56",이가팔2리.고모리입구,"236000780","40171"
"130219","236000153","9","57",이가팔리대들보주유소,"236000506","40169"
"130220","236000153","9","58",방아다리,"236001008","40165"
"130221","236000153","9","59",포천슈퍼.이가팔리,"236000992","40159"
"130222","236000153","9","60",갈월중학교,"236000781","40152"
"130223","236000153","9","61",KT송우고객센터,"236000758","40145"
"130224","236000153","9","62",송우시장사거리.우리병원,"236000512","40107"
"130225","236000153","9","63",송우초교,"236001132","41634"
"130226","236000153","9","64",포천세무서,"236000505","40082"
"130227","236000153","9","65",솔모루공원,"236000774","40528"
"130228","236000153","9","66",영화마을,"236000463","40425"
"130229","236000153","9","67",홈플러스,"236000509","40087"
"130230","236000153","9","68",소흘읍사무소앞,"236001292","40463"
"130231","236000153","9","69",소홀농협경제사업소,"236001361","41734"
"130232","236000153","9","70",상운아파트,"236000790","40114"
"130233","236000153","9","71",초가팔리,"236000881","40146"
"130234","236000153","9","72",초가팔2리마을회관,"236001294","40130"
"130235","236000154","10","1",산정호수상동주차장,"236001143","40621"
"130236","236000154","10","2",평생교육연수원(경유),"277102604",
"130237","236000154","10","3",평화교육연수원(경유),"277102580",
"130238","236000154","10","4",평화교육연수원,"236000104","41569"
"130239","236000154","10","5",산정리.우물목,"236000103","41561"
"130240","236000154","10","6",산정호수.하동주차장,"236000859","41540"
"130241","236000154","10","7",한화콘도,"236000862","41535"
"130242","236000154","10","8",몽베르컨트리클럽,"236001146","40619"
"130243","236000154","10","9",산정리3교다리,"236000100","41515"
"130244","236000154","10","10",2교다리.연대본부,"236000099","41511"
"130245","236000154","10","11",1교다리양어장,"236000098","41504"
"130246","236000154","10","12",산정리.메이필드,"236001148","40627"
"130247","236000154","10","13",운천5리(기보대),"236000865","41501"
"130248","236000154","10","14",운천5리,"236000097","40387"
"130249","236000154","10","15",운천5리부대앞,"236000096","41488"
"130250","236000154","10","16",운천5리노인정앞,"236000095","40388"
"130251","236000154","10","17",문암삼거리,"236000752","41478"
"130252","236000154","10","18",운천9리.꿈이있는마을,"236000143","41476"
"130253","236000154","10","19",영북종고.보화센타,"236000142","41473"
"130254","236000154","10","20",영북면사무소,"236000141","41474"
"130255","236000154","10","21",영북면사무소,"236000088","41470"
"130256","236000154","10","22",영북종고.보화센타,"236000087","41471"
"130257","236000154","10","23",영북체육문화센터,"236000086","41472"
"130258","236000154","10","24",문암삼거리,"236001152","40631"
"130259","236000154","10","25",운천5리노인정앞,"236000114","40384"
"130260","236000154","10","26",운천5리부대앞,"236000113","41487"
"130261","236000154","10","27",운천5리,"236000112","40385"
"130262","236000154","10","28",기보대앞.운천5리,"236000876","41500"
"130263","236000154","10","29",메이필드앞,"236001149","40622"
"130264","236000154","10","30",1교다리양어장,"236000877","41505"
"130265","236000154","10","31",2교다리연대본부앞,"236000110","41510"
"130266","236000154","10","32",산정리3교다리앞,"236000109","41514"
"130267","236000154","10","33",몽베르컨트리클럽,"236001147","40618"
"130268","236000154","10","34",한화콘도,"236000878","41536"
"130269","236000154","10","35",하동주차장,"236000108","41539"
"130270","236000154","10","36",우둠지,"236001145","40629"
"130271","236000154","10","37",산정리.우물목,"236000107","41560"
"130272","236000154","10","38",평화교육연수원,"236000106","41570"
"130273","236000154","10","39",산정호수.상동주차장,"236001170","40707"
"130571","236000188",7-1,"1",도평리,"236000784","40527"
"130572","236000188",7-1,"2",심뱅이골,"236000071","41627"
"130573","236000188",7-1,"3",도평4리.풍차가든,"236000072","41624"
"130574","236000188",7-1,"4",장암5리.한빛아파트,"236000073","41623"
"130575","236000188",7-1,"5",장암아이파크,"236001389","40752"
"130576","236000188",7-1,"6",이동,"236000076","41607"
"130577","236000188",7-1,"7",이동초교,"236000074","41609"
"130578","236000188",7-1,"8",연곡1리.포병여단앞,"236000077","41619"
"130579","236000188",7-1,"9",연곡리심재,"236000075","41617"
"130580","236000188",7-1,"10",원평마을.연곡2리,"236000078","41615"
"130581","236000188",7-1,"11",연곡3리.만가대,"236000079","41612"
"130582","236000188",7-1,"12",연곡4리,"236000001","41605"
"130583","236000188",7-1,"13",사직2리.가족처럼요양원,"236001303","40704"
"130584","236000188",7-1,"14",사직2리.조침리마을,"236000002","41597"
"130585","236000188",7-1,"15",사직1리.뱀말,"236000003","41591"
"130586","236000188",7-1,"16",사직1리.새터,"236000004","41589"
"130587","236000188",7-1,"17",화대3리.왼부리,"236000005","41585"
"130588","236000188",7-1,"18",화대3리.숫터,"236000006","41580"
"130589","236000188",7-1,"19",운담초등학교앞,"236001301","40703"
"130590","236000188",7-1,"20",화대2리.제일온천,"236000536","41573"
"130591","236000188",7-1,"21",일동면사무소.농협,"236000537","41558"
"130592","236000188",7-1,"22",일동중.고등학교,"236000544","41554"
"130593","236000188",7-1,"23",일동시장입구,"236000546","41550"
"130594","236000188",7-1,"24",일동초교.일동도서관,"236000547","41541"
"130595","236000188",7-1,"25",기산1리.배리,"236000548","41534"
"130596","236000188",7-1,"26",기산1리.샘말,"236001002","41529"
"130597","236000188",7-1,"27",기산1리괸돌,"236001005","41519"
"130598","236000188",7-1,"28",유동2리.선진공업사,"236000556","41516"
"130599","236000188",7-1,"29",유동2리,"236000530","41520"
"130600","236000188",7-1,"30",유동1리.버들골,"236000527","41525"
"130601","236000188",7-1,"31",화현5리.승진아파트,"236000528","40331"
"130602","236000188",7-1,"32",화현4리.선촌입구,"236000531","40439"
"130603","236000188",7-1,"33",화현3리,"236000529","40329"
"130604","236000188",7-1,"34",화현2리,"236000315","40327"
"130605","236000188",7-1,"35",화현2리,"236000316","40571"
"130606","236000188",7-1,"36",화현파출소,"236000314","40325"
"130607","236000188",7-1,"37",운악산휴게소,"236000921","40324"
"130608","236000188",7-1,"38",부대앞,"239000629","44007"
"130609","236000188",7-1,"39",봉수리,"239000103","44003"
"130610","236000188",7-1,"40",상봉수리(현리방향),"239000630","44394"
"130611","236000188",7-1,"41",신팔1리서파,"236000492","41484"
"130612","236000188",7-1,"42",신팔1리,"236000491","41459"
"130613","236000188",7-1,"43",신팔2리.청담마을,"236000490","41452"
"130614","236000188",7-1,"44",신팔2리,"236000489","41447"
"130615","236000188",7-1,"45",소학3리,"236000442","41437"
"130616","236000188",7-1,"46",소학2리,"236000441","41421"
"130617","236000188",7-1,"47",내촌휴계소,"236000914","41418"
"130618","236000188",7-1,"48",소학1리,"236000596","41406"
"130619","236000188",7-1,"49",소학1리사기막,"236000595","41392"
"130620","236000188",7-1,"50",베어스타운,"236000594","41381"
"130621","236000188",7-1,"51",내5리,"236000593","40572"
"130622","236000188",7-1,"52",내촌어린이집앞,"236000592","41354"
"130623","236000188",7-1,"53",내1리.내촌축협앞,"236000605","40367"
"130624","236000188",7-1,"54",삼성쉐르빌,"236000887","40765"
"130625","236000188",7-1,"55",음현1리내촌중학교,"236000604","41331"
"130626","236000188",7-1,"56",음현4리은고개,"236000569","41342"
"130627","236000188",7-1,"57",음현2리.매화동.주금산입구,"236000915","41346"
"130628","236000188",7-1,"58",음현2리,"236000568","40435"
"130629","236000188",7-1,"59",음현3리,"236000567","41307"
"130630","236000188",7-1,"60",원팔야리,"222000556","23424"
"130631","236000188",7-1,"61",도곡마을.늘봄웨딩홀부페,"222000555","23381"
"130632","236000188",7-1,"62",광릉내종점,"222000629","49150"
"130633","236000188",7-1,"63",신촌,"222000135","23346"
"130634","236000188",7-1,"64",마명리입구,"222001064","23335"
"130635","236000188",7-1,"65",광릉내농협앞,"222001116","23861"
"130636","236000188",7-1,"66",평촌상회앞,"222001117","23862"
"130637","236000188",7-1,"67",접동마을,"222001118","23860"
"130638","236000188",7-1,"68",마명2리.마을입구,"236001155","40625"
"130639","236000188",7-1,"69",마명2리.서운동산,"236001233","41674"
"130640","236000188",7-1,"70",마명1리.참나무쟁이,"236001157","40632"
"130641","236000188",7-1,"71",내1리,"236000911","40575"
"130642","236000188",7-1,"72",내촌어린이집앞,"236000601","41355"
"130643","236000188",7-1,"73",내5리,"236000600","40573"
"130644","236000188",7-1,"74",베어스타운,"236000599","41384"
"130645","236000188",7-1,"75",소학1리.마을회관,"236001142","40623"
"130646","236000188",7-1,"76",소학1리,"236000834","40415"
"130647","236000188",7-1,"77",내촌휴계소,"236000913","41419"
"130648","236000188",7-1,"78",소학2리,"236000444","41420"
"130649","236000188",7-1,"79",소학3리,"236000443","41436"
"130650","236000188",7-1,"80",신팔2리,"236000916","40538"
"130651","236000188",7-1,"81",청담마을,"236000495","41454"
"130652","236000188",7-1,"82",신팔1리,"236000494","41456"
"130653","236000188",7-1,"83",신팔1리서파,"236000493","41483"
"130654","236000188",7-1,"84",상봉수리,"239000627","44395"
"130655","236000188",7-1,"85",봉수리,"239000104","44004"
"130656","236000188",7-1,"86",부대앞,"239000628","44009"
"130657","236000188",7-1,"87",대원사,"236000917","40320"
"130658","236000188",7-1,"88",운악산휴게소,"236000426","40510"
"130659","236000188",7-1,"89",화현2리,"236000424","40326"
"130660","236000188",7-1,"90",화현2리,"236000423","40328"
"130661","236000188",7-1,"91",화현3리,"236000535","40330"
"130662","236000188",7-1,"92",선촌입구,"236000534","40508"
"130663","236000188",7-1,"93",화현5리.승진아파트,"236000533","40332"
"130664","236000188",7-1,"94",유동1리.버들골,"236000532","41526"
"130665","236000188",7-1,"95",유동2리,"236000562","41518"
"130666","236000188",7-1,"96",유동2리.선진공업사,"236000561","41517"
"130667","236000188",7-1,"97",괸돌,"236000918","40472"
"130668","236000188",7-1,"98",기산1리괸돌,"236001004","41521"
"130669","236000188",7-1,"99",기산1리.샘말,"236001003","41528"
"130670","236000188",7-1,"100",기산1리.배리,"236000553","41533"
"130671","236000188",7-1,"101",일동초교.일동도서관,"236000552","41543"
"130672","236000188",7-1,"102",일동터미널,"236000835","41551"
"130673","236000188",7-1,"103",일동중.고등학교,"236000545","41555"
"130674","236000188",7-1,"104",일동면사무소.농협,"236000543","41559"
"130675","236000188",7-1,"105",화대2리.제일온천,"236000542","41574"
"130676","236000188",7-1,"106",운담초등학교앞,"236001300","40702"
"130677","236000188",7-1,"107",화대3리.숫터,"236000067","41581"
"130678","236000188",7-1,"108",화대3리.왼부리,"236000066","41586"
"130679","236000188",7-1,"109",사직1리.새터,"236000065","41588"
"130680","236000188",7-1,"110",사직1리.뱀말,"236000064","41592"
"130681","236000188",7-1,"111",사직2리.가족처럼요양원,"236001302","40701"
"130682","236000188",7-1,"112",연곡4리,"236000062","41606"
"130683","236000188",7-1,"113",연곡3리.만가대,"236000156","41614"
"130684","236000188",7-1,"114",원평마을,"236000155","41616"
"130685","236000188",7-1,"115",원평.연곡리심재,"236000154","41618"
"130686","236000188",7-1,"116",연곡1리.포병여단앞,"236000153","41620"
"130687","236000188",7-1,"117",이동초교,"236000152","41610"
"130688","236000188",7-1,"118",이동,"236000151","41608"
"130689","236000188",7-1,"119",장암아이파크,"236001388","40751"
"130690","236000188",7-1,"120",장암5리.한빛아파트,"236000150","41622"
"130691","236000188",7-1,"121",도평4리.풍차가든,"236000149","41625"
"130692","236000188",7-1,"122",심뱅이골,"236000148","41626"
"130693","236000188",7-1,"123",도평리,"236000817","40396"
"131386","236000207","11","1",포천행복주택.용정산업단지입구,"236001076","40541"
"131387","236000207","11","2",포천고등학교앞,"236000737","40247"
"131388","236000207","11","3",신읍11통시청별관,"236000853","40255"
"131389","236000207","11","4",포천시청앞,"236000308","40259"
"131390","236000207","11","5",신읍7통.포천축협입구,"236000630","40588"
"131391","236000207","11","6",포천시보건소,"236000256","40256"
"131392","236000207","11","7",한신아파트,"236001119","40266"
"131393","236000207","11","8",포천중학교입구,"236001346","40722"
"131394","236000207","11","9",코스미아파트,"236001120","40605"
"131395","236000207","11","10",아트교사거리,"236001405","40544"
"131396","236000207","11","11",가채리야구장,"236001393","40763"
"131397","236000207","11","12",가채1리오장동입구,"236000304","41248"
"131398","236000207","11","13",가채2리.승방동,"236000303","41262"
"131399","236000207","11","14",포천축협사업소,"236001111","41641"
"131400","236000207","11","15",가채2리마을회관앞,"236000302","41277"
"131401","236000207","11","16",가채2리.K마트앞,"236000323","41302"
"131402","236000207","11","17",농업기술센타.틀못이,"236000322","41308"
"131403","236000207","11","18",신북면행정복지센터.포천아트밸리,"236000440","41339"
"131404","236000207","11","19",신북체육문화센터,"236000960","41283"
"131405","236000207","11","20",신북초등학교,"236000318","41300"
"131406","236000207","11","21",신평2리.신평교차로,"236000874","40342"
"131407","236000207","11","22",신평2리,"236000328","41312"
"131408","236000207","11","23",신평2리,"236001261","41669"
"131409","236000207","11","24",맑은물센터,"236000288","41134"
"131410","236000207","11","25",유보섬유,"236001416","40758"
"131411","236000207","11","26",맑은물센터,"236000405","41088"
"131412","236000207","11","27",만세교검문소,"236000437","41401"
"131413","236000207","11","28",금주3리.만세교,"236000386","41411"
"131414","236000207","11","29",금주리,"236000385","41431"
"131415","236000207","11","30",사기점,"236000384","41423"
"131416","236000207","11","31",길명1리.사기점,"236000383","41430"
"131417","236000207","11","32",길명1리.평화묘원입구,"236000382","41438"
"131418","236000207","11","33",지현교,"236000381","41443"
"131419","236000207","11","34",길명1리.꼭두바위,"236000380","41449"
"131420","236000207","11","35",길명1리,"236000379","41462"
"131421","236000207","11","36",길명2리.길명주유소,"236000378","41491"
"131422","236000207","11","37",길명2리,"236000560","40436"
"131423","236000207","11","38",기산5리.생이고개,"236000559","41506"
"131424","236000207","11","39",기산5리.길고지,"236000855","41512"
"131425","236000207","11","40",기산5리.말미,"236000550","41523"
"131426","236000207","11","41",기산1리.배리,"236000553","41533"
"131427","236000207","11","42",일동초교.일동도서관,"236000552","41543"
"131428","236000207","11","43",일동터미널,"236000835","41551"
"131429","236000207","11","44",일동중.고등학교,"236000545","41555"
"131430","236000207","11","45",일동면사무소.농협,"236000543","41559"
"131431","236000207","11","46",화대리.윗갈기길,"236001297","40761"
"131432","236000207","11","47",화대2리.제일온천,"236000542","41574"
"131433","236000207","11","48",운담사거리,"236000541","41575"
"131434","236000207","11","49",운담사거리,"236000538","40438"
"131435","236000207","11","50",화대2리.제일온천,"236000536","41573"
"131436","236000207","11","51",화대리.윗갈기길,"236000965","40491"
"131437","236000207","11","52",일동면사무소.농협,"236000537","41558"
"131438","236000207","11","53",일동중.고등학교,"236000544","41554"
"131439","236000207","11","54",일동터미널,"236000919","41552"
"131440","236000207","11","55",일동초교.일동도서관,"236000547","41541"
"131441","236000207","11","56",기산1리.배리,"236000548","41534"
"131442","236000207","11","57",기산5리.말미,"236000549","41522"
"131443","236000207","11","58",기산5리.길고지,"236000856","41513"
"131444","236000207","11","59",기산5리.생이고개,"236000558","41507"
"131445","236000207","11","60",길명2리,"236000557","40437"
"131446","236000207","11","61",길명2리.길명주유소,"236000371","41492"
"131447","236000207","11","62",길명1리,"236000370","41461"
"131448","236000207","11","63",길명1리.꼭두바위,"236000369","41448"
